age,daily_hours,skill_count,habit_strength,openness,conscientiousness,extraversion,agreeableness,emotional_stability,field,success_probability
35,11,16,142,94,68,76,51,86,Research,100.0
19,2,2,24,76,54,89,93,81,Research,80.18
20,5,11,50,76,96,54,66,69,Technology,100.0
25,2,19,100,48,44,34,55,48,Business,91.17
21,7,18,193,60,70,30,32,54,Technology,100.0
24,8,19,154,50,86,78,40,70,Business,100.0
35,4,2,101,72,50,96,69,34,Creative,73.99
22,11,12,190,52,93,90,96,42,Creative,100.0
39,11,11,94,91,60,36,46,77,Business,100.0
30,1,2,146,52,76,59,70,74,Technology,69.96
32,7,14,57,45,73,75,88,99,Creative,100.0
18,2,13,18,51,49,39,79,73,Business,93.12
33,7,6,130,63,60,87,93,85,Business,100.0
26,8,6,119,55,99,97,58,67,Research,100.0
39,8,1,150,66,57,47,91,43,Research,87.58
23,2,4,148,84,79,40,37,88,Technology,87.94
18,8,8,108,72,59,86,46,88,Research,100.0
23,7,7,121,79,81,41,89,81,Technology,100.0
32,11,12,150,47,55,91,58,64,Creative,100.0
36,2,1,199,80,96,88,69,78,Technology,90.15
23,7,24,150,60,93,42,68,52,Business,100.0
34,8,21,195,73,90,39,50,66,Research,100.0
43,5,16,159,94,83,69,66,45,Research,100.0
41,10,9,74,74,83,49,99,62,Creative,100.0
21,6,19,40,41,57,57,97,94,Research,100.0
21,1,7,115,40,50,43,52,72,Business,61.69
21,11,24,139,78,90,48,91,96,Research,100.0
21,7,7,59,85,71,43,98,94,Technology,100.0
42,4,17,163,83,42,99,91,74,Research,100.0
41,1,11,107,63,94,34,92,58,Creative,97.84
33,10,2,25,64,76,58,81,75,Technology,100.0
35,5,2,169,92,68,38,95,86,Research,93.19
24,5,8,105,94,93,47,78,45,Technology,100.0
44,8,15,126,94,58,93,69,80,Technology,100.0
41,1,8,181,98,54,97,99,90,Creative,87.58
30,1,22,189,61,76,68,42,95,Business,100.0
37,7,5,151,48,49,92,57,75,Technology,95.38
35,3,19,174,72,80,53,64,31,Technology,100.0
29,6,13,147,56,82,98,88,38,Technology,96.65
28,7,4,30,82,48,36,45,52,Business,96.33
40,9,5,143,90,40,88,57,47,Creative,75.53
22,6,16,125,93,53,40,63,89,Creative,100.0
30,7,12,37,79,55,79,57,97,Creative,100.0
38,6,17,173,59,65,85,51,98,Technology,100.0
34,2,2,62,94,46,49,59,96,Research,84.79
32,1,16,61,46,87,34,83,90,Technology,100.0
33,5,3,196,86,87,93,79,70,Creative,100.0
34,5,14,50,67,70,64,69,51,Technology,100.0
33,5,10,155,74,83,78,59,48,Research,89.42
38,10,7,170,79,58,58,49,49,Research,99.95
27,8,1,129,64,64,33,33,38,Research,87.29
24,3,20,136,71,48,42,85,73,Technology,100.0
36,10,2,27,52,68,53,41,89,Creative,100.0
19,2,16,170,43,77,59,58,52,Business,86.76
37,1,21,154,59,96,66,36,37,Research,92.9
31,10,22,103,69,99,58,54,87,Business,100.0
31,2,22,167,57,93,50,82,45,Creative,100.0
18,6,20,73,72,56,98,98,87,Research,100.0
30,4,4,96,60,60,35,53,82,Research,85.5
31,2,12,193,95,54,69,70,98,Technology,100.0
23,7,3,170,82,97,50,94,46,Technology,92.62
19,10,13,22,77,64,91,52,50,Business,100.0
28,4,1,120,51,48,61,53,36,Creative,44.35
31,1,6,111,74,49,83,53,57,Business,70.61
30,4,4,71,82,62,61,96,86,Technology,97.8
18,8,17,84,88,62,62,70,85,Technology,100.0
18,2,18,15,91,79,94,71,97,Creative,100.0
22,11,3,83,78,72,37,78,53,Research,100.0
18,9,11,28,41,94,40,46,71,Technology,100.0
42,7,2,10,46,59,72,35,84,Creative,78.81
36,5,19,183,74,75,37,97,45,Research,100.0
35,8,13,42,49,48,78,62,97,Creative,97.3
40,5,12,89,85,94,39,43,65,Business,100.0
22,9,8,121,69,59,47,97,77,Creative,100.0
23,3,18,120,79,57,85,52,64,Business,86.15
41,11,12,142,46,61,56,74,64,Business,100.0
40,10,3,38,41,67,65,35,40,Business,87.78
29,2,22,38,99,93,98,38,39,Business,100.0
28,4,14,122,91,73,64,62,61,Research,100.0
19,8,19,115,46,52,83,50,43,Research,100.0
19,2,12,154,53,64,77,37,85,Technology,100.0
35,10,5,79,80,54,71,70,76,Business,100.0
18,1,1,192,68,92,60,91,37,Business,63.78
35,3,13,156,52,90,97,79,54,Business,75.15
36,9,4,77,95,78,92,36,87,Creative,100.0
40,4,24,34,84,67,48,36,87,Technology,100.0
34,2,16,176,57,78,30,92,32,Research,93.46
28,6,15,134,96,64,32,59,74,Creative,100.0
40,6,8,191,43,89,60,58,88,Creative,100.0
38,3,3,98,64,51,40,40,55,Technology,62.71
31,8,10,40,70,75,39,55,49,Technology,97.33
26,7,24,149,99,59,45,58,61,Research,100.0
40,3,11,105,94,92,49,37,71,Technology,96.78
22,5,13,188,73,45,62,44,43,Research,100.0
22,4,16,116,86,91,45,67,82,Research,100.0
31,2,2,152,98,89,38,55,32,Creative,63.18
32,5,20,93,44,49,92,54,73,Technology,100.0
36,6,10,29,74,61,40,83,53,Business,86.71
34,2,4,192,48,49,50,87,63,Research,52.15
18,10,14,198,40,60,91,93,85,Technology,100.0
38,6,22,13,40,90,92,44,65,Technology,100.0
33,4,9,157,44,75,87,77,31,Creative,76.38
18,3,15,71,82,81,33,97,80,Technology,100.0
42,7,17,45,49,88,65,47,35,Creative,100.0
24,6,12,178,89,73,54,82,62,Research,100.0
23,9,3,153,64,63,84,69,55,Business,100.0
20,7,4,196,81,53,76,71,80,Research,100.0
29,8,6,47,72,83,52,86,52,Creative,100.0
21,9,1,12,53,56,63,99,98,Business,91.92
20,2,8,57,69,54,45,86,39,Research,73.29
22,2,3,173,43,50,62,57,38,Research,64.59
34,8,21,49,49,57,76,42,56,Business,100.0
27,9,13,140,61,66,84,96,62,Business,100.0
40,1,7,152,65,50,67,56,36,Technology,64.77
27,5,15,167,69,47,32,84,44,Creative,85.32
33,2,6,59,69,52,68,41,88,Creative,77.85
29,8,4,173,89,87,43,78,96,Business,100.0
26,8,17,25,55,98,57,80,85,Creative,100.0
42,4,14,175,59,84,77,70,88,Technology,100.0
18,6,7,27,48,47,71,33,49,Creative,75.93
25,1,8,53,62,96,76,42,45,Business,85.89
34,7,5,189,92,49,67,73,83,Technology,100.0
19,3,20,101,67,98,42,70,41,Business,100.0
40,9,22,17,81,48,89,92,32,Technology,100.0
30,9,20,71,94,84,37,74,82,Technology,100.0
31,10,17,102,79,57,41,78,52,Business,100.0
28,9,22,193,63,64,84,54,38,Creative,100.0
25,10,15,45,89,82,38,89,96,Technology,100.0
35,3,17,62,67,89,92,44,48,Creative,100.0
29,9,20,46,50,41,93,65,34,Creative,100.0
24,6,24,31,49,85,69,90,75,Creative,100.0
26,9,22,195,45,94,42,48,62,Business,100.0
18,11,17,77,68,94,36,73,34,Creative,100.0
31,9,22,55,49,43,96,54,90,Business,100.0
40,8,5,12,74,52,63,94,37,Research,93.58
44,2,10,50,45,72,83,65,85,Creative,95.13
34,10,23,53,98,41,43,70,31,Research,100.0
18,2,16,36,41,97,80,39,48,Business,97.24
33,2,24,193,89,70,74,88,68,Creative,100.0
35,6,9,79,57,88,73,64,34,Research,99.33
27,10,19,66,97,67,65,39,79,Research,100.0
37,11,13,156,67,77,85,74,89,Creative,100.0
42,6,5,46,92,53,73,71,30,Research,70.82
34,3,7,15,58,92,54,94,34,Technology,87.95
25,7,15,52,57,85,34,33,30,Business,94.01
39,8,24,27,64,87,60,59,95,Technology,100.0
27,7,10,60,91,98,38,83,91,Technology,100.0
24,11,8,162,85,41,39,53,88,Research,100.0
28,6,6,169,78,87,42,88,96,Creative,100.0
23,9,17,43,51,63,99,40,56,Creative,100.0
41,2,22,64,95,80,50,88,63,Creative,100.0
39,2,3,161,40,45,48,72,37,Technology,49.49
37,9,15,94,67,85,33,37,90,Technology,100.0
19,11,10,103,69,90,54,86,92,Research,100.0
26,7,15,93,56,42,75,65,55,Business,99.95
32,5,22,54,89,70,31,74,91,Business,100.0
27,4,15,113,54,53,60,58,56,Technology,90.7
32,8,17,66,55,75,37,96,48,Business,100.0
26,3,4,197,75,50,80,84,83,Technology,81.97
33,4,22,16,53,50,41,34,34,Creative,84.49
37,6,23,195,54,65,59,53,32,Business,100.0
31,2,16,147,46,64,56,57,38,Research,73.13
44,8,16,163,74,56,37,31,86,Creative,100.0
20,8,2,199,90,88,49,58,46,Business,100.0
26,6,6,71,82,73,60,91,41,Creative,87.55
35,4,12,186,72,61,92,47,83,Creative,99.4
18,11,10,87,64,73,89,83,34,Creative,100.0
21,5,7,118,75,84,33,94,69,Research,92.37
22,3,15,168,66,56,76,56,80,Creative,98.53
29,8,23,140,82,49,94,78,87,Technology,100.0
31,1,2,112,80,95,60,97,66,Technology,77.9
36,9,10,188,81,83,69,77,33,Business,100.0
29,2,7,14,81,71,35,43,99,Business,85.41
39,10,12,145,49,55,81,55,37,Technology,100.0
30,4,17,156,56,78,94,58,43,Technology,81.97
31,1,5,112,58,85,53,43,34,Technology,67.64
38,8,2,123,70,69,89,57,55,Business,83.23
43,1,16,80,40,67,62,79,33,Research,74.4
37,5,20,173,96,70,57,32,35,Technology,100.0
21,1,6,33,76,84,80,74,92,Technology,90.83
22,9,10,44,94,64,74,41,33,Business,100.0
19,3,16,25,60,52,71,83,61,Business,77.64
23,6,18,175,93,99,76,41,82,Research,100.0
35,10,22,49,41,43,76,31,71,Business,100.0
38,5,12,133,41,66,88,45,49,Business,90.96
40,10,5,81,45,76,51,35,61,Technology,100.0
23,1,5,160,88,88,90,61,92,Research,100.0
31,3,9,56,60,89,71,71,52,Research,84.99
18,3,5,80,42,75,78,96,84,Creative,80.23
38,2,15,31,49,91,75,87,90,Business,100.0
31,1,9,90,53,84,68,95,61,Creative,82.83
42,3,18,187,93,94,67,32,34,Creative,100.0
39,2,15,48,87,63,77,78,63,Creative,97.86
35,7,2,60,80,68,97,43,98,Technology,100.0
24,8,15,92,98,50,49,84,65,Business,100.0
33,2,1,113,40,40,89,54,39,Business,57.62
29,1,1,35,81,89,90,70,86,Business,87.12
35,2,11,181,76,98,88,67,54,Research,86.62
38,10,4,146,51,49,88,34,62,Technology,96.58
35,6,21,169,99,81,76,60,91,Creative,100.0
39,11,19,194,84,66,88,91,49,Research,100.0
32,8,23,38,92,69,61,39,80,Creative,100.0
36,4,10,64,74,75,85,65,90,Business,100.0
40,9,16,73,99,96,99,81,85,Research,100.0
21,8,20,63,40,84,39,52,80,Technology,100.0
27,7,10,23,74,84,63,46,50,Creative,96.32
20,10,15,145,71,77,55,93,59,Technology,100.0
19,9,18,156,93,57,66,41,33,Research,100.0
28,11,19,14,45,52,85,97,73,Research,100.0
39,10,8,137,60,60,30,87,42,Technology,100.0
23,7,16,195,56,48,41,81,99,Creative,100.0
20,2,8,147,86,80,93,71,72,Technology,87.2
26,5,9,141,41,90,30,94,75,Research,100.0
19,8,22,125,96,86,69,71,80,Research,100.0
37,9,9,94,99,96,67,37,92,Research,100.0
26,7,5,129,45,88,53,46,55,Creative,89.75
20,2,2,159,46,43,67,99,81,Creative,75.16
27,2,15,194,72,44,66,51,81,Research,90.56
34,3,13,131,67,98,50,71,98,Business,100.0
28,9,19,188,48,62,61,60,46,Creative,100.0
24,10,22,44,69,92,80,66,35,Business,100.0
30,6,6,131,95,44,40,73,98,Business,100.0
19,8,5,127,88,97,65,99,63,Business,100.0
29,1,4,115,72,82,38,80,49,Research,79.46
40,9,12,134,74,62,87,77,87,Technology,100.0
36,1,16,71,69,60,55,80,79,Research,99.63
36,4,1,132,75,43,37,95,52,Business,66.42
19,11,1,117,44,80,92,51,97,Creative,100.0
19,5,24,74,54,63,97,92,91,Business,100.0
37,4,10,136,40,41,78,51,58,Research,78.62
34,8,12,167,59,81,79,89,59,Creative,100.0
28,2,21,106,50,73,83,64,81,Technology,100.0
38,4,8,188,65,72,91,90,55,Technology,84.63
38,9,5,75,52,57,54,73,43,Technology,84.43
44,8,10,189,41,43,41,97,72,Technology,100.0
27,6,21,15,72,68,50,83,85,Creative,100.0
38,4,23,195,61,85,51,89,40,Research,100.0
35,6,24,154,77,64,61,44,42,Business,100.0
43,2,11,22,72,89,67,30,68,Research,95.31
32,6,17,189,57,61,60,75,96,Technology,100.0
44,11,1,181,96,48,34,38,74,Creative,100.0
27,10,22,112,99,61,66,68,82,Creative,100.0
30,6,20,149,58,71,31,84,44,Creative,100.0
20,3,5,12,79,44,57,40,44,Research,73.6
33,7,8,103,57,63,35,87,97,Research,100.0
44,10,6,117,90,77,40,81,49,Business,100.0
43,11,18,23,75,98,41,52,68,Business,100.0
34,10,3,94,96,47,43,68,45,Business,85.14
28,6,20,126,85,92,74,33,49,Research,100.0
24,1,22,109,57,86,60,68,67,Research,100.0
32,6,8,113,61,40,42,84,72,Creative,100.0
30,6,12,25,45,53,87,60,70,Creative,100.0
20,6,10,90,90,81,59,73,84,Research,97.55
29,6,7,51,96,95,83,59,49,Business,100.0
27,9,23,14,89,80,68,86,86,Business,100.0
26,11,22,107,74,52,40,89,44,Business,100.0
18,2,24,180,79,61,32,43,31,Technology,96.56
31,10,6,50,78,64,40,70,86,Business,100.0
44,6,16,72,78,49,99,94,88,Business,100.0
23,1,21,116,99,75,56,70,57,Creative,100.0
20,4,24,108,84,58,86,62,52,Research,100.0
20,3,16,68,64,56,68,68,53,Business,100.0
41,1,17,194,83,75,99,74,55,Research,100.0
30,7,19,76,51,90,69,75,83,Technology,100.0
42,8,17,47,75,75,73,86,95,Technology,100.0
37,4,22,106,40,57,33,84,83,Research,100.0
44,9,23,101,92,61,54,88,86,Business,100.0
22,1,23,198,70,54,69,50,95,Creative,100.0
27,7,10,194,43,82,92,72,96,Business,100.0
41,11,24,43,98,41,31,39,52,Research,100.0
39,11,17,91,53,56,45,61,52,Business,100.0
21,11,20,80,57,43,90,49,40,Research,100.0
31,1,2,115,67,87,64,37,51,Business,69.4
39,1,14,34,75,75,32,34,94,Business,100.0
36,1,10,63,69,51,39,45,75,Technology,86.89
19,4,3,28,78,43,99,62,51,Creative,73.2
35,7,5,191,77,64,41,51,38,Creative,91.74
30,11,22,64,56,44,81,42,71,Research,100.0
32,2,18,11,62,82,42,97,76,Business,100.0
33,10,12,22,48,98,74,99,72,Business,100.0
40,7,8,110,73,55,92,80,61,Business,100.0
33,2,13,187,81,40,79,48,88,Creative,92.65
28,3,9,147,67,73,68,85,81,Business,87.86
40,1,7,163,82,57,75,99,60,Technology,62.16
26,6,3,90,99,51,92,81,77,Technology,83.15
24,10,7,64,67,57,70,94,75,Creative,100.0
26,1,3,188,47,89,99,88,90,Business,79.58
26,9,17,92,56,93,73,61,64,Business,100.0
34,6,16,94,51,99,37,50,77,Creative,100.0
32,4,15,71,82,77,33,70,84,Creative,100.0
22,9,2,126,83,87,98,57,43,Business,100.0
25,8,17,167,56,74,94,87,77,Technology,100.0
42,2,14,112,96,90,46,60,39,Business,87.0
19,2,24,72,88,95,87,56,84,Research,100.0
38,3,7,160,78,87,76,95,80,Creative,95.61
32,1,15,149,78,78,72,58,78,Research,100.0
33,5,2,96,65,65,98,76,71,Research,86.04
28,8,15,107,88,62,67,82,57,Technology,100.0
25,11,15,182,57,89,78,51,74,Technology,100.0
21,8,11,119,57,78,34,45,40,Business,100.0
20,11,10,96,94,73,39,37,55,Research,100.0
23,2,3,154,48,75,31,63,56,Technology,65.35
24,6,4,23,73,62,73,94,90,Technology,100.0
21,5,18,149,54,54,46,63,64,Research,100.0
23,7,5,39,43,54,64,84,95,Creative,85.2
29,3,19,12,45,71,31,88,43,Research,100.0
28,10,20,89,99,97,63,82,57,Business,100.0
19,1,13,44,91,89,50,57,73,Creative,97.38
41,10,23,185,91,89,44,84,72,Business,100.0
40,7,12,125,75,70,82,63,70,Business,100.0
37,11,14,12,96,72,36,33,68,Creative,100.0
23,4,4,129,94,75,56,46,99,Business,100.0
18,8,18,190,75,44,98,76,69,Business,100.0
28,1,22,63,57,66,35,98,51,Research,100.0
32,5,22,41,58,84,30,83,75,Technology,100.0
25,9,20,105,64,73,90,42,69,Research,100.0
41,1,12,57,49,98,86,40,54,Technology,86.42
30,2,20,144,72,96,34,64,66,Creative,100.0
18,9,10,70,49,52,77,91,93,Technology,100.0
22,9,3,46,87,58,46,69,79,Technology,98.86
36,10,2,133,56,96,60,81,68,Creative,100.0
37,2,14,179,90,63,72,48,90,Business,100.0
43,3,3,65,79,68,35,81,30,Creative,90.02
24,11,11,45,59,55,92,98,59,Business,100.0
24,9,16,93,93,61,90,50,66,Business,100.0
33,11,21,140,88,60,59,51,48,Research,100.0
37,3,2,49,78,66,83,56,41,Research,64.62
35,9,24,83,41,77,64,80,56,Business,100.0
18,11,23,143,45,52,77,31,80,Technology,100.0
23,2,19,163,45,59,52,83,44,Business,100.0
20,11,8,66,93,89,78,50,65,Research,100.0
33,6,14,131,91,41,47,64,68,Technology,100.0
22,5,1,141,71,97,30,42,75,Research,88.47
35,10,4,71,65,42,84,57,73,Technology,100.0
23,2,8,23,76,74,91,92,95,Technology,100.0
30,11,17,24,72,90,45,42,52,Creative,100.0
28,2,18,83,56,69,42,59,86,Business,100.0
19,3,7,46,99,42,63,67,43,Creative,61.62
24,6,2,52,92,42,70,37,92,Technology,87.77
27,11,18,160,86,42,46,51,45,Creative,100.0
25,3,20,120,72,81,31,68,75,Creative,100.0
30,9,10,18,80,45,86,59,84,Creative,100.0
37,6,14,36,59,98,36,69,31,Business,100.0
33,4,5,189,70,76,52,71,91,Technology,100.0
34,2,13,133,54,65,73,71,74,Business,98.39
23,5,7,53,51,46,95,89,30,Business,66.68
40,9,18,117,46,90,83,96,39,Technology,100.0
25,7,6,138,95,72,39,52,45,Technology,93.84
33,8,12,104,45,69,92,30,80,Business,100.0
34,2,12,78,48,83,81,38,94,Business,100.0
32,10,14,112,75,97,66,81,42,Creative,100.0
33,11,17,14,45,49,50,71,56,Research,100.0
19,1,4,43,76,81,94,89,30,Research,74.5
38,6,16,198,61,89,45,57,99,Technology,100.0
27,2,7,126,56,74,49,31,36,Creative,65.2
44,2,21,69,90,60,78,31,46,Research,100.0
25,8,20,135,62,89,61,80,71,Research,100.0
33,8,5,148,81,74,70,48,77,Technology,100.0
40,8,14,101,75,57,47,41,75,Research,100.0
29,5,2,28,46,78,71,46,92,Business,89.61
31,11,11,157,45,47,48,61,48,Creative,100.0
41,2,12,50,62,95,77,93,45,Creative,93.64
21,7,22,176,72,63,90,84,90,Creative,100.0
40,8,10,138,60,64,82,90,75,Business,100.0
27,3,16,82,59,87,69,36,48,Business,100.0
27,11,3,81,67,42,95,82,81,Technology,94.22
38,6,15,12,40,54,63,79,62,Technology,95.78
39,1,9,66,79,77,81,45,37,Research,64.43
21,3,15,111,72,57,52,32,59,Technology,88.98
43,9,7,176,53,97,85,44,73,Creative,100.0
25,9,2,55,63,95,58,45,34,Technology,100.0
35,5,11,150,74,88,79,43,75,Business,99.97
35,4,2,80,86,99,40,79,33,Technology,79.03
34,4,8,42,58,96,44,70,98,Creative,90.57
30,6,11,169,52,77,55,34,78,Technology,98.32
33,2,6,75,52,81,81,40,55,Technology,66.67
19,8,24,127,90,59,86,34,43,Creative,100.0
41,9,3,128,48,57,53,33,38,Technology,82.47
18,4,19,172,49,51,47,39,47,Creative,96.84
43,3,18,153,60,54,91,34,74,Business,100.0
37,7,16,144,66,64,42,46,73,Technology,100.0
18,4,4,25,76,61,65,87,84,Research,86.29
42,8,17,70,57,89,87,86,92,Creative,100.0
42,8,3,98,84,49,96,51,71,Creative,100.0
33,2,13,15,78,50,54,84,87,Technology,93.51
26,5,21,153,57,58,73,31,87,Business,100.0
29,2,19,47,76,66,74,63,31,Creative,90.91
42,6,18,42,72,71,54,43,67,Business,100.0
21,2,10,44,74,79,52,94,54,Creative,97.94
28,9,20,137,64,81,74,60,94,Creative,100.0
33,5,3,79,82,68,32,87,62,Research,79.58
32,2,15,93,91,91,69,42,58,Business,98.84
23,4,22,163,71,78,88,78,82,Creative,100.0
42,4,10,143,46,92,60,32,76,Business,100.0
38,1,13,191,89,54,36,92,44,Technology,81.23
37,4,4,76,44,64,40,95,57,Creative,83.42
42,10,18,176,76,78,67,62,74,Creative,100.0
20,10,15,114,53,62,83,37,83,Creative,100.0
37,4,6,106,67,89,67,59,83,Research,100.0
33,5,5,144,94,92,46,88,38,Research,100.0
39,9,16,22,58,51,65,39,45,Creative,100.0
21,7,14,36,84,60,66,38,90,Research,100.0
27,4,21,154,94,63,35,64,79,Technology,100.0
18,1,3,92,92,91,83,76,72,Creative,87.2
18,7,6,158,75,61,83,48,54,Research,100.0
19,11,16,179,86,66,71,31,35,Research,100.0
31,2,10,49,97,87,62,91,41,Business,99.03
30,1,1,69,85,43,70,96,42,Creative,40.37
33,4,18,122,72,90,65,63,41,Technology,100.0
25,10,14,105,50,77,86,51,45,Technology,100.0
29,2,18,139,93,41,32,85,40,Creative,100.0
34,8,16,95,46,49,65,53,93,Creative,100.0
31,9,14,31,91,89,76,52,48,Creative,100.0
38,3,10,14,51,46,70,31,39,Business,78.45
29,6,3,71,49,48,49,64,66,Creative,83.01
34,11,16,37,45,71,40,71,52,Business,100.0
26,8,24,88,78,89,62,76,51,Technology,100.0
27,3,22,182,69,95,63,50,42,Business,100.0
42,6,21,10,97,44,42,81,52,Technology,100.0
26,2,11,125,71,50,85,64,54,Technology,77.42
20,3,9,40,56,94,79,92,76,Technology,100.0
27,10,2,28,53,47,30,77,54,Creative,89.4
32,4,24,78,42,71,46,90,98,Research,100.0
24,1,23,154,52,66,30,31,95,Creative,100.0
33,4,9,122,60,62,31,96,55,Technology,78.27
18,1,4,13,93,62,54,56,80,Research,73.19
32,6,17,112,74,44,52,38,62,Research,100.0
41,2,24,156,78,64,54,56,61,Research,100.0
22,1,19,116,86,96,45,40,98,Research,100.0
29,8,8,30,68,90,52,62,37,Business,94.95
30,5,22,50,49,53,91,75,96,Technology,100.0
34,5,7,191,50,83,54,88,95,Research,100.0
36,10,5,148,94,58,68,99,40,Research,100.0
25,9,2,194,82,99,49,51,33,Creative,100.0
31,10,24,74,63,97,59,48,91,Business,100.0
32,4,12,127,94,60,39,59,53,Creative,100.0
40,8,20,134,77,42,37,58,39,Technology,100.0
31,5,16,100,75,40,94,51,44,Creative,97.79
37,3,14,82,58,79,33,62,72,Technology,100.0
34,2,21,133,70,80,35,96,96,Technology,100.0
37,11,13,158,76,55,77,85,73,Technology,100.0
41,9,19,178,68,98,69,80,79,Research,100.0
21,2,20,142,57,99,69,30,48,Research,100.0
19,3,16,71,57,41,56,35,99,Research,90.09
23,9,8,103,95,93,70,47,52,Creative,100.0
37,5,18,115,79,72,64,94,92,Technology,100.0
25,7,9,187,83,79,59,67,64,Business,100.0
22,5,13,182,68,80,85,45,41,Business,98.76
36,8,13,78,62,95,60,82,46,Creative,100.0
38,7,5,91,43,72,68,49,97,Research,100.0
25,4,8,130,88,86,65,35,99,Business,100.0
31,11,6,27,51,93,76,30,44,Research,99.59
44,5,1,102,42,51,57,68,66,Research,58.12
18,8,11,119,68,64,42,80,83,Research,100.0
43,4,4,140,97,77,70,64,79,Creative,96.72
26,3,13,130,45,93,80,57,93,Technology,100.0
29,5,21,164,66,52,79,58,68,Technology,100.0
33,6,4,167,67,62,33,32,90,Creative,99.86
21,1,12,150,73,99,88,60,42,Business,87.82
29,11,9,77,78,56,40,31,52,Research,100.0
35,6,12,169,48,82,98,62,53,Technology,100.0
30,11,8,29,73,86,71,37,95,Technology,100.0
32,6,5,76,82,82,45,64,72,Business,100.0
31,11,2,47,72,42,64,74,51,Research,79.95
21,1,5,66,63,70,69,59,71,Research,82.06
19,6,20,15,49,84,54,95,39,Business,100.0
43,5,22,77,94,73,79,46,40,Technology,100.0
29,8,1,71,64,60,58,73,74,Technology,81.58
34,8,15,79,71,83,65,86,93,Creative,100.0
34,11,17,72,50,94,68,31,95,Business,100.0
30,8,24,89,70,88,38,56,85,Technology,100.0
18,11,8,35,58,84,74,55,99,Research,100.0
23,3,13,72,52,96,30,69,66,Research,98.78
42,5,14,34,70,97,86,71,71,Research,100.0
37,9,3,99,86,65,30,40,36,Creative,83.99
20,10,21,169,75,84,80,66,88,Business,100.0
35,1,21,158,67,87,45,77,57,Business,97.72
37,4,10,107,85,79,99,32,73,Research,100.0
36,8,20,169,74,52,72,49,31,Creative,100.0
18,5,22,149,77,71,67,46,87,Business,100.0
30,8,24,149,86,70,48,58,81,Creative,100.0
19,11,23,157,88,92,92,86,58,Technology,100.0
35,11,22,80,64,69,73,77,44,Research,100.0
30,2,6,79,83,43,34,69,99,Technology,82.97
20,7,8,28,92,50,79,87,49,Creative,96.73
36,5,16,132,60,57,38,33,70,Technology,100.0
19,9,9,91,50,52,38,33,63,Research,100.0
44,4,17,109,58,46,74,88,50,Creative,100.0
20,2,18,46,84,84,53,75,41,Technology,99.16
27,7,5,177,53,99,57,96,58,Creative,96.86
24,4,9,128,56,88,92,75,42,Creative,76.09
35,11,4,133,59,50,57,74,70,Business,100.0
18,1,15,127,75,66,62,54,48,Research,91.77
20,1,10,104,86,74,61,84,83,Creative,100.0
36,11,8,151,57,94,85,78,89,Technology,100.0
39,8,5,152,65,78,32,86,39,Research,97.71
31,6,3,106,58,75,91,86,42,Creative,74.5
38,4,9,57,66,78,42,33,72,Technology,100.0
41,6,21,162,80,42,42,47,66,Research,100.0
38,4,22,196,89,95,81,48,41,Creative,100.0
28,5,3,153,84,46,76,96,60,Creative,76.33
35,3,12,198,94,60,84,95,43,Business,89.66
21,1,15,121,44,63,78,84,52,Research,95.34
28,2,15,110,89,68,91,82,77,Creative,100.0
44,7,10,95,41,86,77,88,86,Technology,100.0
25,7,6,39,54,49,84,67,44,Business,77.67
31,10,19,118,53,42,65,60,69,Business,100.0
27,2,4,173,51,89,90,69,32,Business,81.69
24,1,22,86,68,42,64,44,50,Business,90.58
30,3,16,176,71,42,87,31,54,Research,90.29
18,1,16,147,56,69,64,48,82,Technology,98.73
34,11,6,150,78,61,93,36,74,Technology,100.0
38,1,19,128,86,85,58,90,94,Research,100.0
20,4,15,31,85,46,62,73,36,Creative,73.72
44,2,17,74,97,85,59,55,64,Research,100.0
26,6,3,106,90,97,63,88,50,Creative,100.0
22,1,19,133,76,94,82,92,91,Creative,100.0
24,4,18,61,88,75,89,83,34,Technology,95.66
19,2,4,157,56,59,92,96,59,Technology,64.52
27,8,12,138,89,90,83,81,65,Research,100.0
26,6,12,91,62,86,58,80,70,Business,100.0
30,1,18,31,74,56,34,90,35,Technology,91.87
34,1,1,176,93,87,66,77,97,Research,96.81
41,11,8,189,86,89,50,86,71,Business,100.0
33,11,8,170,51,74,45,65,95,Creative,100.0
38,10,20,145,57,96,47,47,31,Creative,100.0
27,8,19,147,50,53,55,76,59,Creative,100.0
28,8,22,174,97,41,41,50,98,Research,100.0
21,11,22,109,98,61,41,30,62,Creative,100.0
40,9,9,35,88,86,46,97,89,Technology,100.0
31,3,21,149,93,40,30,74,75,Creative,100.0
